ನಮಸ್ತೆ	O
sir	O
ಮಿಥುನ್	O
sir	O
.	O

ನಮಸ್ತೆ	O
.	O
ಹಾ	O
ಮತ್ತೇ	O
ನೀವು	O
ನಾವು	O
ಸ್ವತಂತ್ರ	O
ದಿನಾಚರಣೆ	O
ಯಾವ್	O
ರೀತಿ	O
ಆಚರಿಸುವಂತ	O
ನಿಮ್ಮತ್ರ	O
.	O

ಅಹ್	O
ಈಗ	O
ಮುಂದಿನ	O
ವಾರ	O
ಸ್ವತಂತ್ರ	O
ದಿನಾಚರಣೆ	O
?	O

ಹೌದು	O
ಅದಕ್ಕೆ	O
ಮಕ್ಕಳಿಗೆ	O
ಯಾವ್ತಾರ	O
ನಾವ್	O
ಹೇಳಿಕೊಡುವ	O
ಸ್ವಾತಂತ್ರ	O
ದಿನಾಚರಣೆಯ	O
ಬಗ್ಗೆ	O
.	O

ಹಾ	O
ಈಗ	O
ಮೊದಲಿಗೆ	O
.	O

ಹಾ	O
.	O
ಇದು	O
ಧ್ವಜಾರೋಹಣ	O
ಎಲ್ಲಾ	O
ಮಾಡ್ಲಿಕ್ಕೆ	O
ಉಂಟಲ್ಲಾ	O
.	O

ಹೌದು	O
ಧ್ವಜಾರೋಹಣಕ್ಕೆ	O
ಅತಿಥಿಯವರನ್ನು	O
ಕರೀಬೇಕಲ್ವಾ	O
.	O

ಅದೇ	O
.	O

ಅದೇ	O
ನಾವಿಲ್ಲೇ	O
ನಮ್ಮ	O
ಹತ್ರದ್	O
ಗ್ರಾಮಪಂಚಾಯತ್	O
ಅವರನ್ನು	O
ಕರಿವು	O
~	O
ಕರಿಯುದಾ	O
ಅಥವಾ	O
ಬೇರೆ	O
ಎಂತ	O
ಬೇರೆಯವರನ್ನಾದ್ರೂ	O
.	O

ಒಂದು	O
ಹಾಗೆ	O
ಕರಿಯುವ	O
ಮತ್ತೊಂದು	O
ಯಾರಾದ್ರೂ	O
ಸರ್ಕಾರಿ	B-repeat_R
ನೌಕರಿಯಲ್ಲಿ	I-repeat_R
ಸರ್ಕಾರಿ	B-Alteration
ನೌಕರಿಯಲ್ಲಿ	I-Alteration
ಇರುವವರೋ	O
.	O

ಹುಂ	B-filler_R
ಹಾ	O
.	O
ಹಾಗೇನಾದ್ರೂ	O
ನೋಡುವ	O
.	O

ಅದೇ	O
ಅದೂ	B-filler_R
ನಮ್	O
school	O
ಅದ್ದು	O
ನಮ್	O
ಶಾಲೆಹತ್ರನೆ	O
ಇವ್ರು	O
ಇದ್ದಾರಲ್ಲ	O
ಯಾರು	O
ಅಂಚೆ	O
ಕಚೇರಿಯಲ್ಲಿ	O
ಕೆಲಸ	O
ಮಾಡ್ತಾರಲ್ಲಾ	O
ಅವರನ್ನ್	O
ಲೋಚ್	B-filler_R
ಕರಿಯುವ	O
ಅದು	B-filler_R
?	O

ಹಾ	O
ಹಾಗೆ	O
ಮಾಡುವ	O
ಅದೇ	O
ಹಾ	O
.	O

ಎರಡು	O
ಜನ	O
ಅತಿಥಿ	O
ಸಾಕಲ್ವಾ	B-repeat_R
ಸಾಕಲ್ವಾ	B-Alteration
?	O

ಹಾ	O
ಎರಡು	O
ಜನ	O
ಸಾಕು	O
ಒಂದು	O
ಧ್ವಜಾರೋಹಣ	O
ಮಾಡ್ಲಿಕ್ಕೆ	O
ಹಾ	O
.	O

ಅದೇ	O
ಒಂದು	O
ಮುಖ್ಯ	O
ಅತಿಥಿಗಳು	O
ಇರ್ಬೇಕ	B-repair_R
ಇರ್ಬೇಕಲ್ಲಾ	B-Alteration
?	O

ಹೌದು	O
ಮತ್ತೆ	O
ಇದು	O
ಮಕ್ಕಳಿಗೆ	O
ಯಾವ್ತರ	O
ಹೇಳಿಕೊಡುವ	O
ನೃತ್ಯ	O
.	O

ಮಕ್ಕಳಿಗೆ	O
ಒಂದು	O
ಎರಡು	O
ನೃತ್ಯ	O
ಬೇಕು	O
,	O
ಎರಡು	O
ದೇಶಭಕ	B-repair_R
ದೇಶಭಕ್ತಿಗೀತೆ	B-Alteration
ಎಲ್ಲ	O
ಬೇಕಲ್ಲಾ	O
.	O

ಹೌದೌದು	O
ಹಾ	O
.	O

ಅದೇ	O
.	O

ಅದೇ	O
ಮತ್ತೇ	O
ಇದು	O
ನಮ್ದು	O
ಸೇನೆ	O
ಬಗ್ಗೆ	O
ಹೇಳುವಂಥದ್ದು	O
ಇರ್ಲಿಯಾ	O
?	O

ಹ	O
ಸೇನೆಯ	O
ಬಗ್ಗೆ	O
ಒಂದು	O
ಸಂದೇಶ	O
ಕೊಡುವಂಥದ್ದು	O
ಏನಾದ್ರೊಂದು	O
ಮಾಡುವ	O
ಅಂದ್ರೆ	O
ನೃತ್ಯವಾ	O
ನಾಟಕವಾ	O
.	O

ಹಾ	O
.	O

ಹಾಗೇನಾದ್ರೂ	O
.	O
ಅದೇ	O
.	O

ಹಾ	O
.	O
ಮತ್ತೆ	O
ಸಿಹಿ	O
ಏನಂದ್ರೆ	B-pet_R
ತಿಂಡಿಯೊಂದು	O
ಆಗ್ಬೇಕು	O
.	O

ಹೌದು	O
ಸಿಹಿ	O
ತಿಂಡಿಯಾಗ್ಬೇಕಲ್ಲಾ	O
ಅಲ್ಲಾ	B-pet_R
.	O

ಅದೇ	O
.	O

call	B-false_R
ಮಾಡಿದ್ದ್	I-false_R
ನಂಗೊಂದು	I-false_R
ಹೇಗೆ	O
ನಾವ್	O
ಇವ್ರತ್ರೆಲ್ಲಾ	O
ಇದು	O
ಮಾಡ್ಕೊಳ್ಬೇಕಾ	O
ದುಡ್ಡಿನ್	O
ಬಗ್ಗೆ	O
ಸಿಹಿ	O
ತಿಂಡಿಗೆ	O
ಅಥವಾ	O
ನಮ್ಮ	O
ಶಾಲೆಯ	O
ಮುಕಾಂತರನೇ	O
ಕೊಡುವ	O
ಹಾಗೆ	O
ಇರ್ಲಿಯಾ	O
?	O

ಅದ್ಯಾರಾದ್ರು	O
ಕೊಡ್ತಿದ್ರೆ	O
ದಾನಿಗಳು	O
ಯಾರಾದ್ರೂ	O
ಕೊಡ್ತಿರಾ	O
ಆಯ್ತಾ	B-pet_R
ಹಾಗೆ	O
ನೋಡ್ಬೋದು	O
.	O

ಹೌದು	O
ಹಾ	O
.	O

ಹಾ	O
ಇಲ್ಲಾದ್ರೆ	O
ನಮ್ಮ	O
ಶಾಲೆಯ	O
ಖರ್ಚಿನಿಂದ	O
ತೆಗ್ದು	O
ಕೊಡ್ಬೇಕಷ್ಟೆ	O
.	O

ಅದೇ	O
ಹ್ಮ್	O
ಹಾಗೆ	O
ಮಾಡುವ	O
ಶಾಲೆಯಿಂದಲೇ	O
ಕೊಡುವ	O
ಹಾಗೆ	O
ಮಾಡುವ	O
ಮತ್ತೆ	O
ಮುಖ್ಯ	O
