ठीक	B-pet_R
आहे	I-pet_R
hello	O
पायल	O
आपण	O
car	O
विमा	O
यावर	O
काही	O
ठीक	B-pet_R
आहे	I-pet_R
संवाद	O
ठीक	B-pet_R
आहे	I-pet_R
साधूया	O
का	O
?	O
आणि	O
मग	O
आपण	O
तेवढा	O
खर्च	O
ठीक	B-pet_R
आहे	I-pet_R
लिहून	O
ठेवायचा	O
आणि	O
त्यांनी	O
आपल्यावर	O
किती	O
ठीक	B-pet_R
आहे	I-pet_R
खर्च	O
केलाय	O
दहा	O
बायकांमध्ये	O
आणि	O
मग	O
तो	O
खर्च	O
रोजच्या	O
जेवणामधून	O
अ	O
ठीक	B-pet_R
आहे	I-pet_R
ठीक	B-pet_R
आहे	I-pet_R
जो	O
फायदा	O
होईल	O
.	O

तो	O
काढायचा	O
जो	O
मुद्दा	O
येईल	O
तो	O
काढायचा	O
आणि	O
महिनाभर	O
आपल्याला	O
account	O
काढून	O
देतील	O
bank	O
त	O
रोजचे	O
पैसे	O
account	O
मध्ये	O
टाकायचे	O
आणि	O
मुद्दल	O
आहे	O
ना	O
रोज	O
ते	O
त्याच्यातून	O
आपण	O
परत	O
भाजीपाला	O
.	O

बरोबर	O
अन्नपक्ष	O
समाविष्ट	O
असलेल्या	O
विमा	O
सर्वसामावेशक	O
पूरक	O
किंवा	O
अनेक	O
विमा	O
नावात	O
म्हटल्याप्रमाणे	O
या	O
विमात	O
मर्यादित	O
मोजक	O
किंवा	O
cover	O
केलेला	O
असतो	O
ते	O
फेडायच	O
ते	O
फेडल्यावर	O
मग	O
आपल्याला	O
light	O
bill	O
बघायचं	O
light	O
bill	O
द्यायचं	O
त्याच्यातून	O
जेवढे	O
पैसे	O
उरतील	O
तेवढे	O
दहा	O
जणांमधून	O
महिन्यात	O
वाठवून	O
घ्यायचं	O
असा	O
आहे	O
.	O

ठीक	B-pet_R
आहे	I-pet_R
कळालं	O
आता	O
तुम्ही	O
काय	O
करा	O
सरांचा	O
phone	O
आला	O
ठीक	B-pet_R
आहे	I-pet_R
मला	O
line	O
वरती	O
घ्या	O
माझ्याशी	O
बोलणं	O
करा	O
मला	O
concept	O
करू	O
द्या	O
ठीक	B-pet_R
आहे	I-pet_R
मला	O
समजल	O
ठीक	B-pet_R
आहे	I-pet_R
काय	O
हाय	O
अंशी	O
महिन्याला	O
ठीक	B-pet_R
आहे	I-pet_R
तुम्हाला	O
देते	O
.	O

in	O
the	O
spot	O
